id,user_id,course_id,time_created
380171,279,721,2021-09-01 09:43:07.307318
420597,280,721,2021-09-22 21:45:26.000361
434944,281,721,2021-09-30 11:45:59.251100
425459,282,721,2021-09-25 17:48:34.334425
443015,283,721,2021-10-04 04:51:19.507326
418353,284,721,2021-09-22 06:28:23.707233
380891,285,721,2021-09-01 13:39:35.820080
412121,286,721,2021-09-19 08:14:38.407305
451353,287,721,2021-10-08 19:30:38.536477
470195,288,721,2021-10-25 13:18:52.756391
380110,289,721,2021-09-01 08:53:00.507501
410709,290,721,2021-09-18 11:32:36.821013
429710,291,721,2021-09-28 05:39:32.907179
468783,292,721,2021-10-24 09:21:33.801631
437162,293,721,2021-09-30 20:18:00.507416
459667,294,721,2021-10-15 10:49:00.910633
454594,295,721,2021-10-12 04:38:25.540555
393523,296,721,2021-09-07 19:42:55.627788
412602,297,721,2021-09-19 12:27:12.961126
388405,298,721,2021-09-04 16:50:36.907246
418716,299,721,2021-09-22 09:43:47.207273
469875,300,721,2021-10-25 09:00:19.069341
420590,301,721,2021-09-22 21:29:34.007262
454538,302,721,2021-10-12 03:17:26.707419
431346,303,721,2021-09-28 17:22:33.798859
400226,304,721,2021-09-12 19:51:45.432501
383110,305,721,2021-09-02 12:23:47.107384
467951,306,721,2021-10-23 09:14:54.256694
430480,307,721,2021-09-28 12:50:50.434069
453394,308,721,2021-10-11 05:12:11.207241
452316,309,721,2021-10-09 19:45:08.023101
414286,310,721,2021-09-20 12:56:39.107446
393164,311,721,2021-09-07 15:55:07.633791
429713,312,721,2021-09-28 05:41:41.553195
435754,313,721,2021-09-30 14:55:38.218189
437458,314,721,2021-10-01 04:23:42.085625
440729,315,721,2021-10-02 15:42:46.017410
398092,316,721,2021-09-11 09:07:13.099029
400303,317,721,2021-09-12 23:33:10.307346
427992,318,721,2021-09-27 09:39:52.878199
411836,319,721,2021-09-19 04:47:59.635666
411728,320,721,2021-09-18 21:26:32.142579
427079,321,721,2021-09-26 17:33:47.166840
437472,322,721,2021-10-01 04:27:39.767947
432373,323,721,2021-09-29 09:13:16.126307
393089,324,721,2021-09-07 15:11:11.802225
435661,325,721,2021-09-30 14:45:29.532388
396192,326,721,2021-09-09 17:41:47.308498
443257,327,721,2021-10-04 08:35:17.907264
442237,328,721,2021-10-03 13:56:29.307211
385765,329,721,2021-09-03 15:10:54.787507
429845,330,721,2021-09-28 06:57:57.407542
454260,331,721,2021-10-11 17:17:03.155507
459691,332,721,2021-10-15 11:18:46.376237
451626,333,721,2021-10-09 07:19:31.607304
481362,334,721,2021-10-31 20:05:08.703924
428490,335,721,2021-09-27 13:55:39.405121
451475,336,721,2021-10-09 03:53:07.524196
467187,337,721,2021-10-22 12:21:59.237395
384239,338,721,2021-09-02 18:19:03.131892
477157,339,721,2021-10-29 08:52:26.011504
456171,340,721,2021-10-13 04:06:35.562980
410090,341,721,2021-09-18 05:25:50.368928
476827,342,721,2021-10-29 02:03:31.102022
459696,343,721,2021-10-15 11:27:12.755443
405286,344,721,2021-09-15 19:19:12.588850
442139,345,721,2021-10-03 13:13:46.088952
389965,346,721,2021-09-05 13:24:58.465875
404427,347,721,2021-09-15 14:49:13.320459
445363,348,721,2021-10-05 15:49:12.407827
444350,349,721,2021-10-05 04:16:59.008468
414221,350,721,2021-09-20 12:34:52.046390
478359,351,721,2021-10-30 07:36:17.013066
470533,352,721,2021-10-25 17:32:50.204681
475376,353,721,2021-10-28 07:36:42.861036
388953,354,721,2021-09-05 02:37:44.774424
394293,355,721,2021-09-08 12:24:26.707315
474037,356,721,2021-10-27 12:52:53.954487
424379,357,721,2021-09-25 06:20:38.533854
405726,358,721,2021-09-16 06:24:41.507406
454452,359,721,2021-10-11 20:43:06.407331
407766,360,721,2021-09-16 22:57:07.507306
469602,361,721,2021-10-25 05:04:40.599363
479260,362,721,2021-10-30 18:53:17.282575
460066,363,721,2021-10-15 16:53:29.761890
409133,364,721,2021-09-17 14:44:47.610675
416547,365,721,2021-09-21 11:01:19.019901
422555,366,721,2021-09-24 05:14:49.507366
455476,367,721,2021-10-12 15:39:36.107454
383212,368,721,2021-09-02 12:54:55.407270
392935,369,721,2021-09-07 13:43:40.601666
425449,370,721,2021-09-25 17:43:28.507471
460364,371,721,2021-10-16 03:24:55.277792
407176,372,721,2021-09-16 17:00:15.951265
474511,373,721,2021-10-27 16:18:25.934314
402562,374,721,2021-09-14 16:34:09.920906
440333,375,721,2021-10-02 11:55:40.929881
392834,376,721,2021-09-07 12:32:25.394968
411378,377,721,2021-09-18 17:17:21.220763
456866,378,721,2021-10-13 12:16:39.990389
456868,379,721,2021-10-13 12:16:42.091929
385277,380,721,2021-09-03 12:21:57.341215
466080,381,721,2021-10-21 13:03:30.195682
397649,382,721,2021-09-10 19:32:03.907339
471114,383,721,2021-10-26 08:30:04.341335
456474,384,721,2021-10-13 08:01:15.507672
402062,385,721,2021-09-14 11:03:27.971392
468152,386,721,2021-10-23 13:59:36.523405
396209,387,721,2021-09-09 17:57:04.207650
479409,388,721,2021-10-30 21:14:22.949621
466574,389,721,2021-10-21 18:36:58.002064
464505,390,721,2021-10-20 10:32:44.656464
399956,391,721,2021-09-12 16:53:39.645869
456449,392,721,2021-10-13 07:51:26.409622
435731,393,721,2021-09-30 14:53:13.808509
402178,394,721,2021-09-14 12:37:36.548036
469612,395,721,2021-10-25 05:19:34.583621
430278,396,721,2021-09-28 11:05:08.607311
468207,397,721,2021-10-23 14:49:46.469445
474181,398,721,2021-10-27 13:51:50.599630
441629,399,721,2021-10-03 09:51:12.487594
458131,400,721,2021-10-14 08:10:59.376832
397719,401,721,2021-09-10 22:30:36.714557
471558,402,721,2021-10-26 13:16:29.374823
438078,403,721,2021-10-01 10:46:14.823805
428214,404,721,2021-09-27 11:33:59.839735
474705,405,721,2021-10-27 17:51:53.151637
414444,406,721,2021-09-20 13:59:08.249542
382421,407,721,2021-09-02 04:42:29.487088
457809,408,721,2021-10-14 00:37:52.555044
473750,409,721,2021-10-27 10:49:29.885611
392445,410,721,2021-09-07 06:57:13.459396
391521,411,721,2021-09-06 13:33:50.421455
418624,412,721,2021-09-22 08:55:24.926233
395400,413,721,2021-09-09 08:27:32.907349
394897,414,721,2021-09-08 18:15:58.742920
460454,415,721,2021-10-16 06:50:58.347178
467287,416,721,2021-10-22 13:46:02.888030
464789,417,721,2021-10-20 13:29:37.787887
479735,418,721,2021-10-31 10:11:52.707891
424847,419,721,2021-09-25 11:24:30.910997
383400,420,721,2021-09-02 14:13:36.314913
449950,421,721,2021-10-07 18:33:23.707779
431951,422,721,2021-09-29 04:20:47.649848
458222,423,721,2021-10-14 09:24:39.161078
467452,424,721,2021-10-22 16:26:59.508470
445623,425,721,2021-10-05 17:40:25.107857
422664,426,721,2021-09-24 06:35:28.507323
400237,427,721,2021-09-12 19:59:39.391011
401746,428,721,2021-09-14 07:05:18.117442
439918,429,721,2021-10-02 06:52:21.211516
480979,430,721,2021-10-31 17:27:00.433548
470062,431,721,2021-10-25 11:34:23.383456
443466,432,721,2021-10-04 11:42:19.274542
404894,433,721,2021-09-15 17:15:53.970905
388750,434,721,2021-09-04 19:20:48.507255
454780,435,721,2021-10-12 07:35:13.808097
431049,436,721,2021-09-28 16:02:24.296517
404756,437,721,2021-09-15 16:33:44.839592
478362,438,721,2021-10-30 07:38:05.794187
382172,439,721,2021-09-01 19:50:13.707182
437664,440,721,2021-10-01 06:48:08.694952
466447,441,721,2021-10-21 17:00:22.756395
416447,442,721,2021-09-21 10:14:34.092167
380491,443,721,2021-09-01 12:16:31.907329
405605,444,721,2021-09-16 04:34:40.207268
473843,445,721,2021-10-27 11:32:45.216734
403426,446,721,2021-09-15 08:35:36.134439
465477,447,721,2021-10-20 21:24:07.634507
436013,448,721,2021-09-30 15:25:47.907735
442911,449,721,2021-10-03 21:06:17.093676
440707,450,721,2021-10-02 15:26:22.956280
436469,451,721,2021-09-30 16:44:46.274622
391927,452,721,2021-09-06 17:10:50.178082
471404,453,721,2021-10-26 11:36:46.376366
398280,454,721,2021-09-11 12:21:58.452914
432083,455,721,2021-09-29 06:14:38.069101
460673,456,721,2021-10-16 12:15:04.670068
422429,457,721,2021-09-23 23:51:34.419408
433710,458,721,2021-09-29 17:30:55.439193
477458,459,721,2021-10-29 12:29:20.007091
412640,460,721,2021-09-19 12:52:32.558958
450012,461,721,2021-10-07 19:15:45.007586
463353,462,721,2021-10-19 11:56:51.908014
442148,463,721,2021-10-03 13:17:44.229885
395599,464,721,2021-09-09 11:32:00.337086
394223,465,721,2021-09-08 11:34:40.641598
403087,466,721,2021-09-15 05:31:33.496135
400791,467,721,2021-09-13 12:27:03.507343
415348,468,721,2021-09-20 17:53:01.831735
474362,469,721,2021-10-27 15:16:07.377677
463016,470,721,2021-10-19 06:31:59.456428
400353,471,721,2021-09-13 04:26:16.613230
391110,472,721,2021-09-06 08:34:56.690230
395572,473,721,2021-09-09 11:05:36.976064
393696,474,721,2021-09-08 04:41:26.517802
453223,475,721,2021-10-10 19:29:26.583702
401973,476,721,2021-09-14 09:53:04.806997
390052,477,721,2021-09-05 14:07:51.504615
474057,478,721,2021-10-27 12:58:11.342386
420827,479,721,2021-09-23 05:49:50.295463
454844,480,721,2021-10-12 08:23:14.355160
459812,481,721,2021-10-15 13:15:16.252903
385941,482,721,2021-09-03 16:11:30.115728
384152,483,721,2021-09-02 17:53:22.885286
480968,484,721,2021-10-31 17:24:25.756547
470457,485,721,2021-10-25 16:29:01.285974
401658,486,721,2021-09-14 05:38:58.208530
458129,487,721,2021-10-14 08:08:54.664730
479478,488,721,2021-10-31 05:42:25.997403
469478,489,721,2021-10-24 19:24:08.474514
392889,490,721,2021-09-07 13:14:44.807248
474453,491,721,2021-10-27 15:58:18.691760
418229,492,721,2021-09-22 04:59:34.807445
452542,493,721,2021-10-10 08:38:48.587129
390919,494,721,2021-09-06 06:02:20.310385
418818,495,721,2021-09-22 10:38:52.207484
422571,496,721,2021-09-24 05:26:24.507371
398245,497,721,2021-09-11 11:57:55.007172
424928,498,721,2021-09-25 12:36:05.491097
434229,499,721,2021-09-30 04:44:14.407280
475702,500,721,2021-10-28 10:25:01.709023
448437,501,721,2021-10-07 06:34:08.108173
385938,502,721,2021-09-03 16:11:08.214295
448375,503,721,2021-10-07 05:45:21.207703
469609,504,721,2021-10-25 05:17:56.368522
427082,505,721,2021-09-26 17:36:08.793611
440794,506,721,2021-10-02 16:36:07.108190
430144,507,721,2021-09-28 10:05:01.908486
394131,508,721,2021-09-08 10:19:58.549467
445496,509,721,2021-10-05 16:36:49.386944
471565,510,721,2021-10-26 13:20:49.498129
452856,511,721,2021-10-10 14:12:36.018080
466863,512,721,2021-10-22 06:35:08.560579
458133,513,721,2021-10-14 08:12:03.340003
400456,514,721,2021-09-13 07:07:59.009833
447542,515,721,2021-10-06 16:10:59.090161
474332,516,721,2021-10-27 15:03:13.909446
456159,517,721,2021-10-13 03:40:38.507385
448893,518,721,2021-10-07 10:55:05.541679
478811,519,721,2021-10-30 13:00:19.335413
398985,520,721,2021-09-12 04:43:02.344848
415468,521,721,2021-09-20 18:28:25.116589
467367,522,721,2021-10-22 15:01:02.423747
454547,523,721,2021-10-12 03:45:57.807360
470558,524,721,2021-10-25 17:49:38.863821
477079,525,721,2021-10-29 08:10:02.598819
394514,526,721,2021-09-08 14:20:20.692403
437990,527,721,2021-10-01 09:55:08.107328
406241,528,721,2021-09-16 11:29:14.708183
440683,529,721,2021-10-02 15:15:54.481951
395340,530,721,2021-09-09 07:31:41.522082
466220,531,721,2021-10-21 14:24:55.907266
388604,532,721,2021-09-04 18:01:20.304503
391683,533,721,2021-09-06 15:07:51.807397
474003,534,721,2021-10-27 12:39:29.304843
397808,535,721,2021-09-11 05:16:52.369745
481255,536,721,2021-10-31 19:11:09.813306
467819,537,721,2021-10-23 06:23:05.108075
406336,538,721,2021-09-16 12:13:00.871336
381929,539,721,2021-09-01 18:03:28.107597
412406,540,721,2021-09-19 10:20:49.407428
393940,541,721,2021-09-08 08:04:22.910481
400108,542,721,2021-09-12 18:22:03.707394
407958,543,721,2021-09-17 05:17:53.814505
443013,544,721,2021-10-04 04:48:36.366155
430292,545,721,2021-09-28 11:09:59.062013
455627,546,721,2021-10-12 16:30:49.228394
440625,547,721,2021-10-02 14:42:27.306112
412311,548,721,2021-09-19 09:39:37.009367
387331,549,721,2021-09-04 10:20:34.833988
431118,550,721,2021-09-28 16:19:14.407368
472749,551,721,2021-10-26 19:33:40.109605
404158,552,721,2021-09-15 13:21:55.143557
467628,553,721,2021-10-22 19:12:21.428789
383952,554,721,2021-09-02 16:52:24.624853
417011,555,721,2021-09-21 13:55:13.710393
438524,556,721,2021-10-01 13:06:21.407349
454274,557,721,2021-10-11 17:22:47.784408
479031,558,721,2021-10-30 15:53:32.250258
388821,559,721,2021-09-04 20:10:01.704228
443311,560,721,2021-10-04 09:26:14.957405
461562,561,721,2021-10-17 16:00:43.688754
455041,562,721,2021-10-12 11:04:24.007475
472233,563,721,2021-10-26 16:33:30.007585
479183,564,721,2021-10-30 17:57:24.757005
437779,565,721,2021-10-01 07:49:04.456140
454978,566,721,2021-10-12 10:20:06.307227
467571,567,721,2021-10-22 18:12:20.407827
399298,568,721,2021-09-12 09:22:16.519083
413358,569,721,2021-09-19 19:17:00.612034
448534,570,721,2021-10-07 07:27:00.507199
458901,571,721,2021-10-14 16:26:18.506457
462486,572,721,2021-10-18 16:55:18.867897
407981,573,721,2021-09-17 05:32:43.488012
381744,574,721,2021-09-01 17:02:14.196535
390344,575,721,2021-09-05 16:20:59.364770
459637,576,721,2021-10-15 10:08:05.522946
380560,577,721,2021-09-01 12:56:23.611136
416738,578,721,2021-09-21 12:25:21.035385
448232,579,721,2021-10-07 03:43:01.483213
431944,580,721,2021-09-29 04:16:41.507650
442683,581,721,2021-10-03 17:39:31.827215
473376,582,721,2021-10-27 07:48:06.808772
407516,583,721,2021-09-16 18:50:32.207285
449604,584,721,2021-10-07 15:35:35.126608
481257,585,721,2021-10-31 19:11:44.074335
385957,586,721,2021-09-03 16:15:57.907245
384641,587,721,2021-09-03 04:40:23.507254
481056,588,721,2021-10-31 17:52:52.857373
459951,589,721,2021-10-15 15:16:01.928653
453316,590,721,2021-10-10 22:48:50.321812
400473,591,721,2021-09-13 07:13:58.702360
463452,592,721,2021-10-19 13:09:50.520044
402746,593,721,2021-09-14 18:18:08.407334
443841,594,721,2021-10-04 15:53:00.918679
426830,595,721,2021-09-26 15:43:29.389834
472223,596,721,2021-10-26 16:30:58.573144
457896,597,721,2021-10-14 04:38:14.459834
388797,598,721,2021-09-04 19:53:53.613594
439695,599,721,2021-10-02 02:05:55.123099
442086,600,721,2021-10-03 12:46:01.311382
433831,601,721,2021-09-29 18:10:51.629609
472175,602,721,2021-10-26 16:20:07.917265
382997,603,721,2021-09-02 11:35:18.360423
391566,604,721,2021-09-06 13:57:26.092178
469505,605,721,2021-10-24 20:04:47.546431
